codigo;disciplina;ch;periodo;modulo;estrutura_curricular;Série/Módulo;curso;modalidade;campus;vagas;pré-requisito
MACESTDEBA1;DESENHO BÁSICO;80;2022.1;MOD22040 - ESTRADAS-INTEGRADO-1ºSERIE-2020;052019 - 2020.1;1;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDEBA1;DESENHO BÁSICO;80;2022.1;MOD22040 - ESTRADAS-INTEGRADO-1ºSERIE-2020;052019 - 2020.1;1;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDEBA1;DESENHO BÁSICO;80;2022.1;MOD22040 - ESTRADAS-INTEGRADO-1ºSERIE-2020;052019 - 2020.1;1;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDEBA1;DESENHO BÁSICO;80;2022.1;MOD22040 - ESTRADAS-INTEGRADO-1ºSERIE-2020;052019 - 2020.1;1;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDEBA1;DESENHO BÁSICO;80;2022.1;MOD22040 - ESTRADAS-INTEGRADO-1ºSERIE-2020;052019 - 2020.1;1;ESTRADAS;Integrado;CAMPUS MACEIO;30;não se aplica
SATAGODEAG1;DESENHO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0158 - AGROINDÚSTRIA-INTEGRADO-1ªSÉRIE-2020;06 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAGODEAG1;DESENHO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0158 - AGROINDÚSTRIA-INTEGRADO-1ªSÉRIE-2020;06 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS SATUBA;50;não se aplica
MURAGODEAG1;DESENHO E INSTALÇÃO AGROINDUSTRIAS;80;2022.1;MOD0012 - AGROINDÚSTRIA-INTEGRADO-1ªSÉRIE-2020;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS MURICI;4;não se aplica
MURAGODEAG1;DESENHO E INSTALÇÃO AGROINDUSTRIAS;80;2022.1;MOD0012 - AGROINDÚSTRIA-INTEGRADO-1ªSÉRIE-2020;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS MURICI;50;não se aplica
MURAGODEAG1;DESENHO E INSTALÇÃO AGROINDUSTRIAS;80;2022.1;MOD0012 - AGROINDÚSTRIA-INTEGRADO-1ªSÉRIE-2020;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS MURICI;50;não se aplica
ELET06;DESENHO TÉCNICO;80;2022.1;MOD0507 - ELET_SUB_SEMESTRE I_2017.1;01 - 2017.1;1;ELETROELETRONICA;Subsequente;CAMPUS ARAPIRACA;50;não se aplica
ELET06;DESENHO TÉCNICO;80;2022.2;MOD0507 - ELET_SUB_SEMESTRE I_2017.1;01 - 2017.1;1;ELETROELETRONICA;Subsequente;CAMPUS ARAPIRACA;50;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;20;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;20;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;20;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;20;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;25;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;23;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;20;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;25;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;23;não se aplica
MACQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD22034 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;03 - 2020.1;1;QUIMICA;Integrado;CAMPUS MACEIO;20;não se aplica
MACELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD22036 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;042018 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS MACEIO;30;não se aplica
MACELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD22036 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;042018 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS MACEIO;23;não se aplica
MACELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD22036 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;042018 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS MACEIO;24;não se aplica
MACELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD22036 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;042018 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS MACEIO;30;não se aplica
MARAGRDEST1;DESENHO TÉCNICO;80;2022.1;MOD0016 - AGROECOLOGIA_INTEGRADO_1ª SÉRIE_2020;02 - 2020.1;1;AGROECOLOGIA;Integrado;CAMPUS MARAGOGI;60;não se aplica
MARAGRDEST1;DESENHO TÉCNICO;80;2022.1;MOD0016 - AGROECOLOGIA_INTEGRADO_1ª SÉRIE_2020;02 - 2020.1;1;AGROECOLOGIA;Integrado;CAMPUS MARAGOGI;60;não se aplica
MURAGRDEST1;DESENHO TÉCNICO;80;2022.1;MOD0011 - AGROECOLOGIA_INTEGRADO_1ª SÉRIE_2020;02 - 2020.1;1;AGROECOLOGIA;Integrado;CAMPUS MURICI;60;não se aplica
MURAGRDEST1;DESENHO TÉCNICO;80;2022.1;MOD0011 - AGROECOLOGIA_INTEGRADO_1ª SÉRIE_2020;02 - 2020.1;1;AGROECOLOGIA;Integrado;CAMPUS MURICI;60;não se aplica
ST001;DESENHO TÉCNICO;40;2022.1;MOD0086 - ST - 1ª SÉRIE;01 - 2011.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
ST001;DESENHO TÉCNICO;40;2022.1;MOD0104 - SEG_TRAB - SUBSEQUENTE - 1º MÓDULO - 2016.2;02 - 2016.2;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
PINELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD0110 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;05 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
PINELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD0110 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;05 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;30;não se aplica
PINELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD0110 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;05 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
PINELTDEST1;DESENHO TÉCNICO;80;2022.1;MOD0110 - ELETROTÉCNICA_INTEGRADO_1ª SÉRIE_2020.1;05 - 2020.1;1;ELETROTECNICA;Integrado;CAMPUS PALMEIRA DOS INDIOS;30;não se aplica
PENQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD0027 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;02 - 2020.1;1;QUIMICA;Integrado;CAMPUS PENEDO;50;não se aplica
PENQUIDEST1;DESENHO TÉCNICO;80;2022.1;MOD0027 - QUÍMICA_INTEGRADO_1ª SÉRIE_2020;02 - 2020.1;1;QUIMICA;Integrado;CAMPUS PENEDO;50;não se aplica
PIRAGRDEST1;DESENHO TÉCNICO;80;2022.1;MOD0028 - AGROECOLOGIA_INTEGRADO_1ª SÉRIE_2022;02 - 2022.1;1;AGROECOLOGIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRAGRDEST1;DESENHO TÉCNICO;80;2022.1;MOD0028 - AGROECOLOGIA_INTEGRADO_1ª SÉRIE_2022;02 - 2022.1;1;AGROECOLOGIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
SETR015;DESENHO TÉCNICO;40;2022.1;MOD0460 - SETR - MÓDULO 1 - 2016.1;046 - 2016.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR015;DESENHO TÉCNICO;40;2022.1;045 - 1 - SETR - MÓDULO 1 - 2010.2;045 - 2012.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR015;DESENHO TÉCNICO;40;2022.1;045 - 1 - SETR - MÓDULO 1 - 2010.2;045 - 2012.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR015;DESENHO TÉCNICO;40;2022.1;MOD0460 - SETR - MÓDULO 1 - 2016.1;046 - 2016.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR015;DESENHO TÉCNICO;40;2022.2;MOD0460 - SETR - MÓDULO 1 - 2016.1;046 - 2016.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
SETR015;DESENHO TÉCNICO;40;2022.2;045 - 1 - SETR - MÓDULO 1 - 2010.2;045 - 2012.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS SAO MIGUEL DOS CAMPOS;50;não se aplica
MARMAMDTAM2;DESENHO TÉCNICO APLICADO AO MEIO AMBIENTE;80;2022.1;MOD0056 - MEIO AMBIENTE_INTEGRADO_2ª SÉRIE_2020;05 - 2020.1;2;MEIO AMBIENTE;Integrado;CAMPUS MARECHAL DEODORO;40;não se aplica
PENMAMDTAM2;DESENHO TÉCNICO APLICADO AO MEIO AMBIENTE;80;2022.1;MOD0031 - MEIO_AMBIENTE_INTEGRADO_2ª SÉRIE_2020.1;04 - 2020.1;2;MEIO AMBIENTE;Integrado;CAMPUS PENEDO;50;não se aplica
PENMAMDTAM2;DESENHO TÉCNICO APLICADO AO MEIO AMBIENTE;80;2022.1;MOD0031 - MEIO_AMBIENTE_INTEGRADO_2ª SÉRIE_2020.1;04 - 2020.1;2;MEIO AMBIENTE;Integrado;CAMPUS PENEDO;50;não se aplica
PINSEGDTAT1;DESENHO TÉCNICO APLICADO E SUAS TECNOLOGIAS;120;2022.1;MOD0124 - SEGURANÇA DO TRABALHO_INTEGRADO_1ª SÉRIE_2021.1;01 - 2021.1;1;SEGURANCA DO TRABALHO;Integrado;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
PINSEGDTAT1;DESENHO TÉCNICO APLICADO E SUAS TECNOLOGIAS;120;2022.1;MOD0124 - SEGURANÇA DO TRABALHO_INTEGRADO_1ª SÉRIE_2021.1;01 - 2021.1;1;SEGURANCA DO TRABALHO;Integrado;CAMPUS PALMEIRA DOS INDIOS;60;não se aplica
PIRAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0021 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;01 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0021 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;01 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0021 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;01 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
SANAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0030 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
SANAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0030 - AGROPECUÁRIA-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
SATAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
SATAPEDTCR2;DESENHO TÉCNICO E CONSTRUÇÕES RURAIS;120;2022.1;MOD0159 - AGROPECUÁRIA-INTEGRADO-2ª SÉRIE-2020;02 - 2020.1;2;AGROPECUARIA;Integrado;CAMPUS SATUBA;50;não se aplica
BATAGODESE1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0017 - AGROINDÚSTRIA_INTEGRADO_1ª SÉRIE_2020.1;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS BATALHA;55;não se aplica
BATAGODESE1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0017 - AGROINDÚSTRIA_INTEGRADO_1ª SÉRIE_2020.1;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS BATALHA;55;não se aplica
PIRAGODESE1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0017 - AGROINDÚSTRIA_INTEGRADO_1ª SÉRIE_2020.1;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRAGODESE1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0017 - AGROINDÚSTRIA_INTEGRADO_1ª SÉRIE_2020.1;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRAGODESE1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0017 - AGROINDÚSTRIA_INTEGRADO_1ª SÉRIE_2020.1;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRAGODESE1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;80;2022.1;MOD0017 - AGROINDÚSTRIA_INTEGRADO_1ª SÉRIE_2020.1;02 - 2020.1;1;AGROINDUSTRIA;Integrado;CAMPUS PIRANHAS;50;não se aplica
PIRALIDTIA1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;96;2022.1;MOD0025 - ALIMENTOS_INTEGRADO_1º ANO_2020.1;01 - 2020.1;1;ALIMENTOS;Integrado/EJA;CAMPUS PIRANHAS;40;não se aplica
PIRALIDTIA1;DESENHO TÉCNICO E INSTALAÇÕES AGROINDUSTRIAIS;96;2022.1;MOD0025 - ALIMENTOS_INTEGRADO_1º ANO_2020.1;01 - 2020.1;1;ALIMENTOS;Integrado/EJA;CAMPUS PIRANHAS;40;não se aplica
MARHOSDTIH1;DESENHO TÉCNICO E INSTALAÇÕES HOTELEIRAS;80;2022.1;MOD0015 - HOSPEDAGEM-INTEGRADO-1ª SÉRIE-2020;02 - 2020.1;1;HOSPEDAGEM;Integrado;CAMPUS MARAGOGI;50;não se aplica
MARHOSDTIH1;DESENHO TÉCNICO E INSTALAÇÕES HOTELEIRAS;80;2022.1;MOD0015 - HOSPEDAGEM-INTEGRADO-1ª SÉRIE-2020;02 - 2020.1;1;HOSPEDAGEM;Integrado;CAMPUS MARAGOGI;50;não se aplica
BATBIODTII1;DESENHO TÉCNICO E INSTALAÇÕES INDUSTRIAIS;80;2022.1;MOD0016 - BIOTECNOLOGIA-INTEGRADO-1ª SÉRIE-2020;01 - 2020.1;1;BIOTECNOLOGIA;Integrado;CAMPUS BATALHA;55;não se aplica
MACELEDTSE2;DESENHO TÉCNICO E SIMULAÇÃO ELETRÔNICA;120;2022.1;MOD22059 - ELETRÔNICA_INTEGRADO_2ªSÉRIE_2020;032018 - 2020.1;2;ELETRONICA;Integrado;CAMPUS MACEIO;40;não se aplica
MACELEDTSE2;DESENHO TÉCNICO E SIMULAÇÃO ELETRÔNICA;120;2022.1;MOD22059 - ELETRÔNICA_INTEGRADO_2ªSÉRIE_2020;032018 - 2020.1;2;ELETRONICA;Integrado;CAMPUS MACEIO;40;não se aplica
MACELEDTSE2;DESENHO TÉCNICO E SIMULAÇÃO ELETRÔNICA;120;2022.1;MOD22059 - ELETRÔNICA_INTEGRADO_2ªSÉRIE_2020;032018 - 2020.1;2;ELETRONICA;Integrado;CAMPUS MACEIO;40;não se aplica
MACELEDTSE2;DESENHO TÉCNICO E SIMULAÇÃO ELETRÔNICA;120;2022.1;MOD22059 - ELETRÔNICA_INTEGRADO_2ªSÉRIE_2020;032018 - 2020.1;2;ELETRONICA;Integrado;CAMPUS MACEIO;40;não se aplica
MACELEDTSE2;DESENHO TÉCNICO E SIMULAÇÃO ELETRÔNICA;120;2022.1;MOD22059 - ELETRÔNICA_INTEGRADO_2ªSÉRIE_2020;032018 - 2020.1;2;ELETRONICA;Integrado;CAMPUS MACEIO;40;não se aplica
MACELEDTSE2;DESENHO TÉCNICO E SIMULAÇÃO ELETRÔNICA;120;2022.1;MOD22059 - ELETRÔNICA_INTEGRADO_2ªSÉRIE_2020;032018 - 2020.1;2;ELETRONICA;Integrado;CAMPUS MACEIO;40;não se aplica
MAC18DET11;DESENHO TÉCNICO I;40;2022.1;MOD0551 - SEG. TRABALHO SUBSEQUENTE 2011.1 - 1º MÓDULO;01 - 2011.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS MACEIO;40;não se aplica
MAC18DET11;DESENHO TÉCNICO I;40;2022.1;MOD0551 - SEG. TRABALHO SUBSEQUENTE 2011.1 - 1º MÓDULO;01 - 2011.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS MACEIO;40;não se aplica
MAC18DET11;DESENHO TÉCNICO I;40;2022.1;MOD0588 - SEG. TRABALHO SUBSEQUENTE 2017.1 - 1º MÓDULO;02 - 2017.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS MACEIO;40;não se aplica
MAC18DET11;DESENHO TÉCNICO I;40;2022.1;MOD0588 - SEG. TRABALHO SUBSEQUENTE 2017.1 - 1º MÓDULO;02 - 2017.1;1;SEGURANCA DO TRABALHO;Subsequente;CAMPUS MACEIO;40;não se aplica
CORMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD0024 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;02 - 2020.1;1; MECANICA;Integrado;CAMPUS CORURIPE;50;não se aplica
CORMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD0024 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;02 - 2020.1;1; MECANICA;Integrado;CAMPUS CORURIPE;50;não se aplica
CORMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD0024 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;02 - 2020.1;1; MECANICA;Integrado;CAMPUS CORURIPE;50;não se aplica
CORMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD0024 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;02 - 2020.1;1; MECANICA;Integrado;CAMPUS CORURIPE;50;não se aplica
MAC66DTME2;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD0580 - MECÂNICA SUBSEQUENTE 2006.1 - 2º MÓDULO;01 - 2006.1;2;MECANICA ;Subsequente;CAMPUS MACEIO;50;não se aplica
MACMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD22039 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;062019 - 2020.1;1;MECANICA;Integrado;CAMPUS MACEIO;30;não se aplica
MACMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD22039 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;062019 - 2020.1;1;MECANICA;Integrado;CAMPUS MACEIO;30;não se aplica
MACMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD22039 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;062019 - 2020.1;1;MECANICA;Integrado;CAMPUS MACEIO;30;não se aplica
MACMECDEST1;DESENHO TÉCNICO MECÂNICO;80;2022.1;MOD22039 - MECÂNICA-INTEGRADO-1°SÉRIE-2020;062019 - 2020.1;1;MECANICA;Integrado;CAMPUS MACEIO;30;não se aplica
MACESTDPRD3;DESENHOS DE PROJETO DE RODOVIAS;120;2022.1;MOD22049 - ESTRADAS-INTEGRADO-3ª SÉRIE-2020;052019 - 2020.1;3;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDPRD3;DESENHOS DE PROJETO DE RODOVIAS;120;2022.1;MOD22049 - ESTRADAS-INTEGRADO-3ª SÉRIE-2020;052019 - 2020.1;3;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDPRD3;DESENHOS DE PROJETO DE RODOVIAS;120;2022.1;MOD22049 - ESTRADAS-INTEGRADO-3ª SÉRIE-2020;052019 - 2020.1;3;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDPRD3;DESENHOS DE PROJETO DE RODOVIAS;120;2022.1;MOD22049 - ESTRADAS-INTEGRADO-3ª SÉRIE-2020;052019 - 2020.1;3;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDPRD3;DESENHOS DE PROJETO DE RODOVIAS;120;2022.1;MOD22049 - ESTRADAS-INTEGRADO-3ª SÉRIE-2020;052019 - 2020.1;3;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
MACESTDPRD3;DESENHOS DE PROJETO DE RODOVIAS;120;2022.1;MOD22049 - ESTRADAS-INTEGRADO-3ª SÉRIE-2020;052019 - 2020.1;3;ESTRADAS;Integrado;CAMPUS MACEIO;25;não se aplica
SMGINIDEIU2;DESIGN DE INTERFACE DO USUÁRIO;80;2022.1;MOD0466 - INFORMÁTICA PARA INTERNET_INTEGRADO_2ª SÉRIE_2021;01 - 2021.1;2;INFORMATICA PARA INTERNET;Integrado;CAMPUS SAO MIGUEL DOS CAMPOS;45;não se aplica
SMGINIDEIU2;DESIGN DE INTERFACE DO USUÁRIO;80;2022.1;MOD0466 - INFORMÁTICA PARA INTERNET_INTEGRADO_2ª SÉRIE_2021;01 - 2021.1;2;INFORMATICA PARA INTERNET;Integrado;CAMPUS SAO MIGUEL DOS CAMPOS;45;não se aplica
VICINIDEIU2D;DESIGN DE INTERFACE DO USUÁRIO;80;2022.1;MOD0027 - INFORMÁTICA PARA INTERNET-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
VICINIDEIU2D;DESIGN DE INTERFACE DO USUÁRIO;80;2022.1;MOD0027 - INFORMÁTICA PARA INTERNET-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;INFORMATICA PARA INTERNET;Integrado;CAMPUS VICOSA;50;não se aplica
ART032;DESIGN SUSTENTÁVEL;80;2022.1;MOD22022 - ARTESANATO-MÓDULO 5 - 2008;212019 - 2008.1;5;ARTESANATO;Integrado/EJA;CAMPUS MACEIO;20;não se aplica
SANADMDCAT2;DIREITO CONSTITUCIONAL, ADMINISTRATIVO E TRIBUTÁRIO;80;2022.1;MOD0028 - ADMINISTRAÇÃO-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
SANADMDCAT2;DIREITO CONSTITUCIONAL, ADMINISTRATIVO E TRIBUTÁRIO;80;2022.1;MOD0028 - ADMINISTRAÇÃO-INTEGRADO-2ªSÉRIE-2020;02 - 2020.1;2;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
ADM052;DIREITO DO TRABALHO E CÁLCULO TRABALHISTA;80;2022.1;MOD0018 - ADM_INT_4ª SÉRIE;01 - 2017.1;4;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
ADM052;DIREITO DO TRABALHO E CÁLCULO TRABALHISTA;80;2022.1;MOD0018 - ADM_INT_4ª SÉRIE;01 - 2017.1;4;ADMINISTRACAO;Integrado;CAMPUS SANTANA DO IPANEMA;50;não se aplica
ADM037;DIREITO DO TRABALHO E CÁLCULO TRABALHISTA;80;2022.1;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM037;DIREITO DO TRABALHO E CÁLCULO TRABALHISTA;80;2022.1;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM037;DIREITO DO TRABALHO E CÁLCULO TRABALHISTA;80;2022.2;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM037;DIREITO DO TRABALHO E CÁLCULO TRABALHISTA;80;2022.2;MOD0015 - ADM_3º MÓDULO_2016.2;02 - 2016.2;3;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM030;DIREITO PÚBLICO E PRIVADO;40;2022.1;MOD0014 - ADM_2º MÓDULO_2016.2;02 - 2016.2;2;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
ADM030;DIREITO PÚBLICO E PRIVADO;40;2022.1;MOD0014 - ADM_2º MÓDULO_2016.2;02 - 2016.2;2;ADMINISTRACAO;Subsequente;CAMPUS VICOSA;50;não se aplica
